,img_name,total_objects,total_area
401,ImgROI_1361_Tile_00_Date_20240603.tif,32,274569
402,ImgROI_1362_Tile_00_Date_20240603.tif,6,1360
403,ImgROI_1363_Tile_00_Date_20240603.tif,56,293532
404,ImgROI_1364_Tile_00_Date_20240603.tif,31,277672
405,ImgROI_1365_Tile_00_Date_20240603.tif,107,338373
406,ImgROI_1366_Tile_00_Date_20240603.tif,47,127889
407,ImgROI_1367_Tile_00_Date_20240603.tif,118,293856
408,ImgROI_1368_Tile_00_Date_20240603.tif,122,264931
409,ImgROI_1369_Tile_00_Date_20240603.tif,7,768
410,ImgROI_136_Tile_00_Date_20240603.tif,19,46046
411,ImgROI_1370_Tile_00_Date_20240603.tif,124,487095
412,ImgROI_1371_Tile_00_Date_20240603.tif,18,26132
413,ImgROI_1372_Tile_00_Date_20240603.tif,87,193025
414,ImgROI_1373_Tile_00_Date_20240603.tif,108,86180
415,ImgROI_1374_Tile_00_Date_20240603.tif,125,377752
416,ImgROI_1375_Tile_00_Date_20240603.tif,30,468538
417,ImgROI_1376_Tile_00_Date_20240603.tif,20,214592
418,ImgROI_1377_Tile_00_Date_20240603.tif,0,0
419,ImgROI_1378_Tile_00_Date_20240603.tif,49,4644
420,ImgROI_1379_Tile_00_Date_20240603.tif,52,266690
421,ImgROI_137_Tile_00_Date_20240603.tif,55,299094
422,ImgROI_1380_Tile_00_Date_20240603.tif,198,202102
423,ImgROI_1381_Tile_00_Date_20240603.tif,66,383164
424,ImgROI_1382_Tile_00_Date_20240603.tif,7,57792
425,ImgROI_1383_Tile_00_Date_20240603.tif,23,121689
426,ImgROI_1384_Tile_00_Date_20240603.tif,56,309193
427,ImgROI_1385_Tile_00_Date_20240603.tif,80,315581
428,ImgROI_1386_Tile_00_Date_20240603.tif,18,88897
429,ImgROI_1387_Tile_00_Date_20240603.tif,34,234532
430,ImgROI_1388_Tile_00_Date_20240603.tif,12,228576
431,ImgROI_1389_Tile_00_Date_20240603.tif,117,354283
432,ImgROI_138_Tile_00_Date_20240603.tif,9,7949
433,ImgROI_1390_Tile_00_Date_20240603.tif,158,432542
434,ImgROI_1391_Tile_00_Date_20240603.tif,22,44909
435,ImgROI_1392_Tile_00_Date_20240603.tif,45,31378
436,ImgROI_1393_Tile_00_Date_20240603.tif,130,331423
