,img_name,total_objects,total_area
169,ImgROI_0_Tile_07_Date_20240608.tif,2,348
170,ImgROI_0_Tile_07_Date_20240613.tif,43,122387
171,ImgROI_0_Tile_07_Date_20240618.tif,43,112474
172,ImgROI_0_Tile_07_Date_20240623.tif,0,0
173,ImgROI_0_Tile_07_Date_20240628.tif,44,88532
174,ImgROI_0_Tile_07_Date_20240703.tif,0,0
175,ImgROI_0_Tile_07_Date_20240708.tif,48,103001
176,ImgROI_0_Tile_07_Date_20240713.tif,49,96842
177,ImgROI_0_Tile_07_Date_20240718.tif,43,96744
178,ImgROI_0_Tile_07_Date_20240723.tif,48,123168
179,ImgROI_0_Tile_07_Date_20240728.tif,27,25996
180,ImgROI_0_Tile_07_Date_20240802.tif,51,124013
181,ImgROI_0_Tile_07_Date_20240807.tif,52,122398
182,ImgROI_0_Tile_07_Date_20240812.tif,11,8148
183,ImgROI_0_Tile_07_Date_20240817.tif,49,96161
184,ImgROI_0_Tile_07_Date_20240822.tif,7,2511
185,ImgROI_0_Tile_07_Date_20240827.tif,56,130838
186,ImgROI_0_Tile_07_Date_20240901.tif,61,131335
187,ImgROI_0_Tile_07_Date_20240906.tif,59,118099
188,ImgROI_0_Tile_07_Date_20240911.tif,60,124979
189,ImgROI_0_Tile_07_Date_20240916.tif,59,113815
190,ImgROI_0_Tile_07_Date_20240921.tif,54,117770
191,ImgROI_0_Tile_07_Date_20240926.tif,59,110014
192,ImgROI_0_Tile_08_Date_20240603.tif,22,130359
193,ImgROI_0_Tile_08_Date_20240608.tif,3,892
194,ImgROI_0_Tile_08_Date_20240613.tif,19,132828
195,ImgROI_0_Tile_08_Date_20240618.tif,19,132818
196,ImgROI_0_Tile_08_Date_20240623.tif,0,0
197,ImgROI_0_Tile_08_Date_20240628.tif,25,134324
198,ImgROI_0_Tile_08_Date_20240703.tif,0,0
199,ImgROI_0_Tile_08_Date_20240708.tif,21,130201
200,ImgROI_0_Tile_08_Date_20240713.tif,22,132851
201,ImgROI_0_Tile_08_Date_20240718.tif,20,128167
202,ImgROI_0_Tile_08_Date_20240723.tif,19,130632
203,ImgROI_0_Tile_08_Date_20240728.tif,17,11282
204,ImgROI_0_Tile_08_Date_20240802.tif,21,131140
205,ImgROI_0_Tile_08_Date_20240807.tif,21,132126
206,ImgROI_0_Tile_08_Date_20240812.tif,17,11110
207,ImgROI_0_Tile_08_Date_20240817.tif,18,132412
208,ImgROI_0_Tile_08_Date_20240822.tif,7,8685
209,ImgROI_0_Tile_08_Date_20240827.tif,18,141969
210,ImgROI_0_Tile_08_Date_20240901.tif,21,122169
211,ImgROI_0_Tile_08_Date_20240906.tif,20,141731
212,ImgROI_0_Tile_08_Date_20240911.tif,21,132596
213,ImgROI_0_Tile_08_Date_20240916.tif,21,136947
214,ImgROI_0_Tile_08_Date_20240921.tif,18,136204
215,ImgROI_0_Tile_08_Date_20240926.tif,20,138003
216,ImgROI_0_Tile_09_Date_20240603.tif,111,122777
217,ImgROI_0_Tile_09_Date_20240608.tif,110,109756
218,ImgROI_0_Tile_09_Date_20240613.tif,104,88632
219,ImgROI_0_Tile_09_Date_20240618.tif,80,50232
220,ImgROI_0_Tile_09_Date_20240623.tif,0,0
221,ImgROI_0_Tile_09_Date_20240628.tif,100,127506
222,ImgROI_0_Tile_09_Date_20240703.tif,0,0
223,ImgROI_0_Tile_09_Date_20240708.tif,104,150172
224,ImgROI_0_Tile_09_Date_20240713.tif,108,153809
225,ImgROI_0_Tile_09_Date_20240718.tif,115,152882
226,ImgROI_0_Tile_09_Date_20240723.tif,109,153900
227,ImgROI_0_Tile_09_Date_20240728.tif,69,35760
228,ImgROI_0_Tile_09_Date_20240802.tif,119,152091
229,ImgROI_0_Tile_09_Date_20240807.tif,129,160573
230,ImgROI_0_Tile_09_Date_20240812.tif,42,42049
231,ImgROI_0_Tile_09_Date_20240817.tif,132,162516
232,ImgROI_0_Tile_09_Date_20240822.tif,9,2909
233,ImgROI_0_Tile_09_Date_20240827.tif,124,158929
234,ImgROI_0_Tile_09_Date_20240901.tif,132,163890
235,ImgROI_0_Tile_09_Date_20240906.tif,133,161710
236,ImgROI_0_Tile_09_Date_20240911.tif,140,168200
237,ImgROI_0_Tile_09_Date_20240916.tif,137,162258
238,ImgROI_0_Tile_09_Date_20240921.tif,132,164832
239,ImgROI_0_Tile_09_Date_20240926.tif,139,170051
240,ImgROI_0_Tile_10_Date_20240603.tif,61,60804
241,ImgROI_0_Tile_10_Date_20240608.tif,16,7741
242,ImgROI_0_Tile_10_Date_20240613.tif,58,63897
243,ImgROI_0_Tile_10_Date_20240618.tif,65,61470
244,ImgROI_0_Tile_10_Date_20240623.tif,0,0
245,ImgROI_0_Tile_10_Date_20240628.tif,57,61014
246,ImgROI_0_Tile_10_Date_20240703.tif,0,0
247,ImgROI_0_Tile_10_Date_20240708.tif,56,61973
248,ImgROI_0_Tile_10_Date_20240713.tif,53,57938
249,ImgROI_0_Tile_10_Date_20240718.tif,30,21145
250,ImgROI_0_Tile_10_Date_20240723.tif,56,61121
251,ImgROI_0_Tile_10_Date_20240728.tif,48,24124
252,ImgROI_0_Tile_10_Date_20240802.tif,60,62680
253,ImgROI_0_Tile_10_Date_20240807.tif,62,68555
254,ImgROI_0_Tile_10_Date_20240812.tif,45,23226
255,ImgROI_0_Tile_10_Date_20240817.tif,56,67028
256,ImgROI_0_Tile_10_Date_20240822.tif,4,1278
257,ImgROI_0_Tile_10_Date_20240827.tif,53,119888
258,ImgROI_0_Tile_10_Date_20240901.tif,57,120839
259,ImgROI_0_Tile_10_Date_20240906.tif,56,120031
260,ImgROI_0_Tile_10_Date_20240911.tif,55,118768
261,ImgROI_0_Tile_10_Date_20240916.tif,58,121257
262,ImgROI_0_Tile_10_Date_20240921.tif,52,108866
263,ImgROI_0_Tile_10_Date_20240926.tif,56,120403
264,ImgROI_0_Tile_11_Date_20240603.tif,114,104323
265,ImgROI_0_Tile_11_Date_20240608.tif,102,101603
266,ImgROI_0_Tile_11_Date_20240613.tif,100,78467
267,ImgROI_0_Tile_11_Date_20240618.tif,103,79867
268,ImgROI_0_Tile_11_Date_20240623.tif,0,0
269,ImgROI_0_Tile_11_Date_20240628.tif,107,75144
270,ImgROI_0_Tile_11_Date_20240703.tif,0,0
271,ImgROI_0_Tile_11_Date_20240708.tif,108,80353
272,ImgROI_0_Tile_11_Date_20240713.tif,96,78816
273,ImgROI_0_Tile_11_Date_20240718.tif,44,48016
274,ImgROI_0_Tile_11_Date_20240723.tif,100,78611
275,ImgROI_0_Tile_11_Date_20240728.tif,92,64752
276,ImgROI_0_Tile_11_Date_20240802.tif,105,82855
277,ImgROI_0_Tile_11_Date_20240807.tif,111,80923
278,ImgROI_0_Tile_11_Date_20240812.tif,35,11463
279,ImgROI_0_Tile_11_Date_20240817.tif,105,79086
280,ImgROI_0_Tile_11_Date_20240822.tif,0,0
281,ImgROI_0_Tile_11_Date_20240827.tif,105,93130
282,ImgROI_0_Tile_11_Date_20240901.tif,109,99664
283,ImgROI_0_Tile_11_Date_20240906.tif,106,76341
284,ImgROI_0_Tile_11_Date_20240911.tif,113,98607
285,ImgROI_0_Tile_11_Date_20240916.tif,112,96112
286,ImgROI_0_Tile_11_Date_20240921.tif,106,92048
287,ImgROI_0_Tile_11_Date_20240926.tif,114,78871
288,ImgROI_0_Tile_12_Date_20240603.tif,77,32251
289,ImgROI_0_Tile_12_Date_20240608.tif,0,0
290,ImgROI_0_Tile_12_Date_20240613.tif,34,10344
291,ImgROI_0_Tile_12_Date_20240618.tif,61,39389
292,ImgROI_0_Tile_12_Date_20240623.tif,0,0
293,ImgROI_0_Tile_12_Date_20240628.tif,69,87735
294,ImgROI_0_Tile_12_Date_20240703.tif,2,2440
295,ImgROI_0_Tile_12_Date_20240708.tif,71,33259
296,ImgROI_0_Tile_12_Date_20240713.tif,54,82922
297,ImgROI_0_Tile_12_Date_20240718.tif,75,47943
298,ImgROI_0_Tile_12_Date_20240723.tif,95,34235
299,ImgROI_0_Tile_12_Date_20240728.tif,70,21317
300,ImgROI_0_Tile_12_Date_20240802.tif,98,35866
301,ImgROI_0_Tile_12_Date_20240807.tif,114,44407
302,ImgROI_0_Tile_12_Date_20240812.tif,0,0
303,ImgROI_0_Tile_12_Date_20240817.tif,108,42332
304,ImgROI_0_Tile_12_Date_20240822.tif,8,1749
305,ImgROI_0_Tile_12_Date_20240827.tif,108,42364
306,ImgROI_0_Tile_12_Date_20240901.tif,116,45482
307,ImgROI_0_Tile_12_Date_20240906.tif,121,43667
308,ImgROI_0_Tile_12_Date_20240911.tif,121,50059
309,ImgROI_0_Tile_12_Date_20240916.tif,115,42841
310,ImgROI_0_Tile_12_Date_20240921.tif,112,40899
311,ImgROI_0_Tile_12_Date_20240926.tif,118,42474
312,ImgROI_0_Tile_13_Date_20240603.tif,259,111354
313,ImgROI_0_Tile_13_Date_20240608.tif,0,0
314,ImgROI_0_Tile_13_Date_20240613.tif,228,112512
315,ImgROI_0_Tile_13_Date_20240618.tif,240,103049
316,ImgROI_0_Tile_13_Date_20240623.tif,0,0
317,ImgROI_0_Tile_13_Date_20240628.tif,241,100154
318,ImgROI_0_Tile_13_Date_20240703.tif,1,1114
319,ImgROI_0_Tile_13_Date_20240708.tif,231,97394
320,ImgROI_0_Tile_13_Date_20240713.tif,210,95997
321,ImgROI_0_Tile_13_Date_20240718.tif,238,99378
322,ImgROI_0_Tile_13_Date_20240723.tif,240,105817
323,ImgROI_0_Tile_13_Date_20240728.tif,164,68554
324,ImgROI_0_Tile_13_Date_20240802.tif,233,96404
325,ImgROI_0_Tile_13_Date_20240807.tif,248,101098
326,ImgROI_0_Tile_13_Date_20240812.tif,113,47714
327,ImgROI_0_Tile_13_Date_20240817.tif,237,101924
328,ImgROI_0_Tile_13_Date_20240822.tif,37,19685
329,ImgROI_0_Tile_13_Date_20240827.tif,228,100008
330,ImgROI_0_Tile_13_Date_20240901.tif,235,101253
331,ImgROI_0_Tile_13_Date_20240906.tif,235,100442
332,ImgROI_0_Tile_13_Date_20240911.tif,238,102324
333,ImgROI_0_Tile_13_Date_20240916.tif,243,102304
334,ImgROI_0_Tile_13_Date_20240921.tif,236,102736
335,ImgROI_0_Tile_13_Date_20240926.tif,244,106974
336,ImgROI_0_Tile_14_Date_20240603.tif,104,74611
337,ImgROI_0_Tile_14_Date_20240608.tif,77,45387
338,ImgROI_0_Tile_14_Date_20240613.tif,105,132119
339,ImgROI_0_Tile_14_Date_20240618.tif,107,140678
340,ImgROI_0_Tile_14_Date_20240623.tif,1,102
341,ImgROI_0_Tile_14_Date_20240628.tif,99,71345
342,ImgROI_0_Tile_14_Date_20240703.tif,1,291
343,ImgROI_0_Tile_14_Date_20240708.tif,109,73145
344,ImgROI_0_Tile_14_Date_20240713.tif,104,66367
345,ImgROI_0_Tile_14_Date_20240718.tif,115,80400
346,ImgROI_0_Tile_14_Date_20240723.tif,109,79887
347,ImgROI_0_Tile_14_Date_20240728.tif,88,60884
348,ImgROI_0_Tile_14_Date_20240802.tif,126,81309
349,ImgROI_0_Tile_14_Date_20240807.tif,133,79040
350,ImgROI_0_Tile_14_Date_20240812.tif,89,67014
351,ImgROI_0_Tile_14_Date_20240817.tif,135,90657
352,ImgROI_0_Tile_14_Date_20240822.tif,52,71002
353,ImgROI_0_Tile_14_Date_20240827.tif,122,82703
354,ImgROI_0_Tile_14_Date_20240901.tif,129,88432
355,ImgROI_0_Tile_14_Date_20240906.tif,122,76814
356,ImgROI_0_Tile_14_Date_20240911.tif,131,82583
